brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
哈弗,哈弗赤兔,https://p3-dcd.byteimg.com/img/motor-img/e7839b650abba0c7b787aa48aa248b4f~tplv-resize:640:0.png,522,"[7.98, 12.88]",长城汽车,361,紧凑型SUV,汽油,2023.04,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,497,"[17.78, 28.88]",大运汽车,362,中型MPV,纯电动,2022.09,3年或12万公里
小鹏汽车,小鹏G3,https://p3-dcd.byteimg.com/img/motor-img/5fe645aae83133a591bb27313ec66986~tplv-resize:640:0.png,497,"[14.89, 17.69]",小鹏汽车,363,紧凑型SUV,纯电动,2022.09,4年或10万公里
奔腾,奔腾T90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,496,"[10, 14.7]",一汽奔腾,364,紧凑型SUV,汽油,2023.06,3年或10万公里
沃尔沃,沃尔沃XC60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,496,"[41.59, 49.59]",沃尔沃亚太,365,中型SUV,插电式混合动力,2023.07,3年不限公里
福特,领裕,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,493,"[16.18, 21.38]",江铃福特,366,中大型SUV,汽油,2023.02,3年或10万公里
蔚来,蔚来EC7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,492,"[45.8, 54.8]",蔚来,367,中大型SUV,纯电动,2022.12,3年或12万公里
哈弗,哈弗神兽,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2b24862d74c248ca999345985785ab0c~tplv-resize:640:0.png,491,"[11.5, 15.2]",长城汽车,368,紧凑型SUV,汽油,2023.03,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,481,"[15.28, 15.78]",奇瑞新能源,369,紧凑型车,纯电动,2023.08,1年或12万公里
红旗,红旗HQ9,https://p3-dcd.byteimg.com/img/motor-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,470,"[35.87, 53.87]",一汽红旗,370,中大型MPV,48V轻混系统,2022.09,4年或10万公里
林肯,飞行家,https://p3-dcd.byteimg.com/img/motor-img/ad53b550ad2645d145836079677486ca~tplv-resize:640:0.png,461,"[49.08, 75.38]",长安林肯,371,中大型SUV,汽油,2023.09,5年或14万公里
雪佛兰,开拓者,https://p3-dcd.byteimg.com/img/motor-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,458,"[19.49, 26.69]",上汽通用雪佛兰,372,中大型SUV,48V轻混系统,2023.07,3年或10万公里
领克,领克01 PHEV,https://p3-dcd.byteimg.com/img/motor-img/1b7a153b55bfaf41e0a0cf1f0e7b9995~tplv-resize:640:0.png,445,"[18.08, 20.88]",领克,373,紧凑型SUV,插电式混合动力,2022.08,4年或10万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,369,"[11.49, 15.19]",东风风行,391,中型MPV,汽油,2022.11,8年或16万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/motor-img/3e3cb558b16d78b64681cedae5076d83~tplv-resize:640:0.png,364,"[14.77, 16.97]",东风雪铁龙,392,紧凑型SUV,汽油,2023.08,5年或15万公里
东风风光,风光380,https://p9-dcd.byteimg.com/img/motor-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,362,"[4.68, 5.48]",东风小康,393,微面,汽油,2022.06,3年或6万公里
大众,ID.6 X,https://p9-dcd.byteimg.com/img/motor-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,358,"[21.99, 29.14]",上汽大众,394,中大型SUV,纯电动,2023.04,3年或10万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,357,"[29.85, 42.25]",上汽奥迪,395,中大型SUV,纯电动,2023.04,3年或10万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b719351b6e4aedafea5460767d462d~tplv-resize:640:0.png,351,"[19.38, 24.19]",广汽本田,396,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8096473bc63d451da7fe5f64b97bc7ff~tplv-resize:640:0.png,349,"[18.08, 29.33]",北汽新能源,397,中型SUV,纯电动,2023.06,3年或12万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/92006669007e4306aca312150cf83bff~tplv-resize:640:0.png,349,"[42.8, 50.6]",蔚来,398,中大型车,纯电动,2023.04,3年或12万公里
东风风光,风光S560,https://p3-dcd.byteimg.com/img/motor-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,349,"[6.39, 7.59]",东风小康,399,紧凑型SUV,汽油,2021.04,7年或15万公里
领克,领克05 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35c1dde50d0640fa81dfde99bd168ca6~tplv-resize:640:0.png,347,"[21.38, 21.38]",领克,400,紧凑型SUV,插电式混合动力,2023.03,4年或10万公里
标致,标致5008,https://p9-dcd.byteimg.com/img/motor-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,347,"[17.87, 23.37]",东风标致,401,中型SUV,汽油,2022.11,5年或15万公里
东风风行,风行T5,https://p3-dcd.byteimg.com/img/motor-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,342,"[6.49, 15.98]",东风风行,402,紧凑型SUV,汽油,2023.04,8年或16万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,342,"[10.09, 14.69]",上汽大众,403,小型SUV,汽油,2023.05,3年或10万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2b9f5b7572c6425284d7c82243b15016~tplv-resize:640:0.png,338,"[33.88, 57.88]",智己汽车,404,中大型车,纯电动,2022.12,8年或24万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,335,"[26.98, 26.98]",SWM斯威汽车,405,紧凑型SUV,汽油,2022.09,3年或6万公里
上汽大通MAXUS,上汽大通MAXUS 大家9,https://p3-dcd.byteimg.com/img/motor-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,331,"[25.39, 40.39]",上汽大通,406,中大型MPV,纯电动,2023.06,3年或10万公里
别克,别克E4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/175bc28c8fc7468285a60c50af81f2e3~tplv-resize:640:0.png,328,"[18.98, 25.98]",上汽通用别克,407,中大型SUV,纯电动,2023.06,3年或10万公里
比亚迪,比亚迪e3,https://p3-dcd.byteimg.com/img/motor-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,326,"[15.48, 15.48]",比亚迪,408,紧凑型车,纯电动,2021.08,3年或10万公里
蔚来,蔚来ES7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,325,"[43.8, 51.8]",蔚来,409,中大型SUV,纯电动,2022.06,3年或12万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,307,"[11.28, 12.18]",一汽奔腾,410,紧凑型SUV,汽油,2022.12,3年或10万公里
奇瑞,探索06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/93b15f0f1967433faca5cac4ef9289cd~tplv-resize:640:0.png,306,"[10.99, 13.29]",奇瑞汽车,411,紧凑型SUV,汽油,2023.08,3年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,306,"[16.49, 21.69]",上汽大众斯柯达,412,中型SUV,汽油,2023.01,3年或10万公里
思皓,思皓爱跑,https://p3-dcd.byteimg.com/img/motor-img/076bc948f11dbcfec71b9f42df8a364d~tplv-resize:640:0.png,302,"[14.69, 17.69]",江汽集团,413,紧凑型车,纯电动,2022.07,3年或12万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,301,"[39.58, 46.58]",腾势汽车,414,中大型MPV,纯电动,2022.08,6年或15万公里
大众,途观L PHEV,https://p9-dcd.byteimg.com/img/motor-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,273,"[23.11, 24.2]",上汽大众,421,中型SUV,插电式混合动力,2022.08,3年或10万公里
启辰,启辰星,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,272,"[11.86, 14.96]",东风日产启辰,422,紧凑型SUV,汽油,2022.11,3年或10万公里
福特,福特电马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bca77bab26da49cd9d6369d983b25ffc~tplv-resize:640:0.png,270,"[24.99, 36.99]",长安福特,423,中型SUV,纯电动,2023.01,4年或10万公里
红旗,红旗H7,https://p9-dcd.byteimg.com/img/motor-img/78023a6567ddb717ea22b1f44fd9d4d3~tplv-resize:640:0.png,269,"[25.27, 28.87]",一汽红旗,424,中大型车,汽油,2021.03,4年或10万公里
大众,桑塔纳,https://p3-dcd.byteimg.com/img/motor-img/1d30e0ba37d12cbaf4dd24f94569a219~tplv-resize:640:0.png,257,"[7.29, 9.78]",上汽大众,425,紧凑型车,汽油,2020.10,3年或10万公里
别克,昂扬,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83dfea1c6d9a4ca6a1d324a8c13ae3e6~tplv-resize:640:0.png,253,"[12.79, 15.39]",上汽通用别克,426,紧凑型SUV,汽油,2022.09,3年或10万公里
英菲尼迪,英菲尼迪QX60,https://p3-dcd.byteimg.com/img/motor-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,251,"[39.98, 61.98]",东风英菲尼迪,427,中大型SUV,汽油,2022.02,4年或10万公里
吉利汽车,嘉际,https://p9-dcd.byteimg.com/img/motor-img/12f90200776b44d685dea401a47dc7e6~tplv-resize:640:0.png,250,"[11.38, 13.68]",吉利汽车,428,紧凑型MPV,汽油,2022.09,4年或10万公里
标致,标致2008,https://p3-dcd.byteimg.com/img/motor-img/6b4e64ab6004f080dee3bd0eb61b322a~tplv-resize:640:0.png,248,"[9.97, 9.97]",东风标致,429,小型SUV,汽油,2021.10,3年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,248,"[21.66, 24]",江铃福特,430,中型MPV,汽油,2023.04,3年或6万公里
宝骏,宝骏KiWi EV,https://p9-dcd.byteimg.com/img/motor-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,247,"[5.78, 8.28]",上汽通用五菱,431,微型车,纯电动,2022.09,3年或6万公里
沃尔沃,沃尔沃S90 RECHARGE,https://p3-dcd.byteimg.com/img/motor-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,243,"[40.99, 52.39]",沃尔沃亚太,432,中大型车,插电式混合动力,2023.06,3年不限公里
本田,e:NP1 极湃1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,242,"[14.5, 18.8]",广汽本田,433,小型SUV,纯电动,2022.06,3年或12万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,231,"[14.99, 16.99]",东风风行,434,紧凑型车,纯电动,2023.08,8年或16万公里
蔚来,蔚来EC6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3362ddc7fbb4a13a303fc940c09d0fe~tplv-resize:640:0.png,228,"[35.8, 41.6]",蔚来,435,中型SUV,纯电动,2023.09,3年或12万公里
大众,探岳GTE,https://p9-dcd.byteimg.com/img/motor-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,226,"[19.69, 20.89]",一汽-大众,436,中型SUV,插电式混合动力,2023.09,3年或10万公里
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,222,"[13.99, 18.39]",东风风行,437,中型MPV,纯电动,2023.02,5年或10万公里
中国重汽VGV,VGV U70Pro,https://p9-dcd.byteimg.com/img/motor-img/af8c0e8b23fb48590ebd0f47bf0bc234~tplv-resize:640:0.png,214,"[7.78, 11.58]",中国重汽VGV,438,中型SUV,汽油,2022.10,7年或15万公里
江铃集团新能源,羿,https://p9-dcd.byteimg.com/img/motor-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,213,"[11.88, 19.98]",雷诺 江铃集团,439,紧凑型车,纯电动,2023.02,3年或6万公里
大众,探影,https://p3-dcd.byteimg.com/img/motor-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,213,"[7.79, 12.29]",一汽-大众,440,小型SUV,汽油,2023.09,3年或10万公里
ARCFOX极狐,极狐考拉,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe080b36553642a7971172766e646bf7~tplv-resize:640:0.png,207,"[13.18, 16.98]",北汽新能源,441,紧凑型MPV,纯电动,2023.09,5年或12万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/motor-img/b9d80160c481012488835c2bfca2444c~tplv-resize:640:0.png,206,"[13.88, 18.28]",起亚,442,中型车,汽油,2021.08,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
现代,胜达,https://p9-dcd.byteimg.com/img/motor-img/575e60c3718d13180235956bf4c507d0~tplv-resize:640:0.png,206,"[17.28, 24.28]",北京现代,443,中型SUV,汽油,2022.09,5年/10万公里或7年/7万公里或3年/15万公里
起亚,嘉华,https://p3-dcd.byteimg.com/img/motor-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,205,"[28.89, 33.99]",起亚,444,中大型MPV,汽油,2021.09,5年或10万公里
大众,辉昂,https://p3-dcd.byteimg.com/img/motor-img/83ea15115e6f0f60f15837da6dea8470~tplv-resize:640:0.png,203,"[29.8, 40.4]",上汽大众,445,中大型车,汽油,2020.11,3年或10万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/motor-img/2b48a7e90d9cc764cb4828a3de87e1f4~tplv-resize:640:0.png,197,"[13.19, 15.19]",上汽大众斯柯达,446,中型车,汽油,2023.01,3年或10万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/motor-img/f52705ca1c53816aaa856c1a1ae056df~tplv-resize:640:0.png,196,"[11.99, 19.39]",长安马自达,447,小型SUV,汽油,2022.08,3年或10万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,196,"[15.87, 22.47]",东风标致,448,中型车,汽油,2023.08,5年或15万公里
东风风光,风光MINIEV,https://p9-dcd.byteimg.com/img/motor-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,194,"[2.76, 4.56]",东风小康,449,微型车,纯电动,2022.03,3年或10万公里
江铃集团新能源,小麒麟,https://p9-dcd.byteimg.com/img/motor-img/6fcae0bad3311945fb4cbed63c01a2af~tplv-resize:640:0.png,194,"[4.99, 5.89]",雷诺 江铃集团,450,微型车,纯电动,2023.08,3年或6万公里
斯柯达,明锐,https://p9-dcd.byteimg.com/img/motor-img/446cefc9f37c18db11135ec928a34f0f~tplv-resize:640:0.png,193,"[8.99, 13.49]",上汽大众斯柯达,451,紧凑型车,汽油,2023.01,3年或10万公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/motor-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,189,"[11.99, 12.89]",上汽大众斯柯达,452,紧凑型SUV,汽油,2023.01,3年或10万公里
上汽大通MAXUS,上汽大通MAXUS G90,https://p3-dcd.byteimg.com/img/motor-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,186,"[21.49, 32.49]",上汽大通,453,中大型MPV,48V轻混系统,2023.03,3年或10万公里
雪佛兰,创酷,https://p3-dcd.byteimg.com/img/motor-img/7f32d8c6bf3899a4d61b5059c5717c70~tplv-resize:640:0.png,171,"[9.19, 11.09]",上汽通用雪佛兰,454,小型SUV,汽油,2023.07,3年或10万公里
福特,EVOS,https://p9-dcd.byteimg.com/img/motor-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,166,"[16.98, 22.98]",长安福特,455,中型SUV,汽油,2021.11,3年或10万公里
电动屋,YOUNG光小新,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3521e3d04aa24f698224fa2dbc7e335f~tplv-resize:640:0.png,166,"[6.68, 8.48]",电动屋,456,微型车,纯电动,2023.01,3年或12万公里
领克,领克05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19e88cf81c45477d86243336ebd5f83d~tplv-resize:640:0.png,163,"[16.58, 26.18]",领克,457,紧凑型SUV,汽油,2023.03,4年或10万公里
起亚,焕驰,https://p3-dcd.byteimg.com/img/motor-img/c655aa38e008e10259a76a207c62a295~tplv-resize:640:0.png,160,"[6.39, 6.79]",起亚,458,小型车,汽油,2020.08,3年或10万公里
福特,领界,https://p3-dcd.byteimg.com/img/motor-img/0fe20c206f939c5f163ea779cb222287~tplv-resize:640:0.png,157,"[7.58, 13.08]",江铃福特,459,紧凑型SUV,汽油,2022.03,3年或10万公里
奥迪,奥迪e-tron,https://p3-dcd.byteimg.com/img/motor-img/e8587b667f120eb9f0f98d11371b8b74~tplv-resize:640:0.png,155,"[35.82, 42.5]",一汽-大众奥迪,460,中大型SUV,纯电动,2021.04,3年或10万公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,152,"[33.38, 46.98]",东风英菲尼迪,461,中型SUV,汽油,2021.09,4年或10万公里
大众,途安L,https://p9-dcd.byteimg.com/img/motor-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,148,"[13.78, 18.08]",上汽大众,462,紧凑型MPV,汽油,2020.08,3年或10万公里
日产,ARIYA 艾睿雅,https://p3-dcd.byteimg.com/img/motor-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,106,"[19.99, 28.29]",东风日产,471,紧凑型SUV,纯电动,2023.07,3年或10万公里
名爵,MG ONE,https://p3-dcd.byteimg.com/img/motor-img/3199d85692fcb461ddee66109d2c62e6~tplv-resize:640:0.png,105,"[8.48, 13.88]",上汽集团,472,紧凑型SUV,汽油,2023.07,3年或10万公里
中国重汽VGV,VGV U75PLUS,https://p3-dcd.byteimg.com/img/motor-img/c30c48c306250df3a43cadc2f2de9613~tplv-resize:640:0.png,104,"[11.79, 18.68]",中国重汽VGV,473,中型SUV,汽油,2023.03,7年或15万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,98,"[4.19, 6.88]",东风小康,474,紧凑型MPV,汽油,2022.02,7年或20万公里
埃安,AION LX,https://p3-dcd.byteimg.com/img/motor-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,93,"[28.66, 46.96]",广汽埃安新能源,475,中型SUV,纯电动,2022.01,4年或15万公里
沃尔沃,沃尔沃C40 RECHARGE,https://p3-dcd.byteimg.com/img/motor-img/a33abe2401429de388c10fa422965b66~tplv-resize:640:0.png,92,"[28.9, 33.9]",沃尔沃亚太,476,紧凑型SUV,纯电动,2023.09,3年不限公里
凯翼,炫界Pro EV,https://p3-dcd.byteimg.com/img/motor-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,89,"[11.99, 17.66]",凯翼汽车,477,紧凑型SUV,纯电动,2023.09,3年或10万公里
沃尔沃,沃尔沃XC40 RECHARGE,https://p3-dcd.byteimg.com/img/motor-img/31d2b6da640b935204b7bfc42e4206a2~tplv-resize:640:0.png,85,"[27.99, 31.9]",沃尔沃亚太,481,紧凑型SUV,纯电动,2022.06,3年不限公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/motor-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,79,"[14.59, 15.59]",长安汽车,482,紧凑型车,纯电动,2023.01,3年或10万公里
江淮瑞风,瑞风E3,https://p3-dcd.byteimg.com/img/motor-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,74,"[18.98, 20.88]",江汽集团,483,紧凑型MPV,纯电动,2023.01,3年或10万公里
欧拉,欧拉芭蕾猫,https://p3-dcd.byteimg.com/img/motor-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,73,"[14.98, 17.98]",长城汽车,484,紧凑型车,纯电动,2023.04,4年或15万公里
奔腾,奔腾M9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,71,"[22.98, 24.98]",一汽奔腾,485,中大型MPV,48V轻混系统,2023.04,3年或10万公里
长安,长安CS95,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c8c2f3936912439c9a470b5aaa1ee7e1~tplv-resize:640:0.png,68,"[16.79, 19.19]",长安汽车,486,中大型SUV,汽油,2023.02,3年或10万公里
睿蓝汽车,睿蓝9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,67,"[15.99, 17.99]",睿蓝汽车,487,中型SUV,纯电动,2022.12,4年或15万公里
荣威,荣威RX9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,66,"[17.58, 24.38]",上汽集团,488,中大型SUV,汽油,2023.03,3年或10万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,65,"[10.68, 14.88]",北京汽车制造厂,489,紧凑型SUV,汽油,2021.05,3年或6万公里
上汽大通MAXUS,上汽大通MAXUS D90 Pro,https://p3-dcd.byteimg.com/img/motor-img/6ecd6af4a3103d8cb40d1547fa982aae~tplv-resize:640:0.png,61,"[17.98, 30.98]",上汽大通,490,中大型SUV,汽油,2022.09,3年或10万公里
福特,撼路者,https://p9-dcd.byteimg.com/img/motor-img/b4919cc5ceb667da3f85cb603bde169d~tplv-resize:640:0.png,61,"[26.58, 36.48]",江铃福特,491,中型SUV,汽油,2020.07,3年或10万公里
长安,长安CS85 COUPE,https://p3-dcd.byteimg.com/img/motor-img/177a6d1b0eec22d2e2401ec5488d3455~tplv-resize:640:0.png,58,"[11.49, 15.99]",长安汽车,492,中型SUV,汽油,2022.09,3年或10万公里
长安凯程,长安欧尚A600,https://p9-dcd.byteimg.com/img/motor-img/f70208c4167ed8dc07c47aa6aca85ee0~tplv-resize:640:0.png,58,"[5.28, 5.28]",长安轻型车,493,紧凑型MPV,汽油,2020.06,2年或5万公里
丰田,广汽丰田bZ4X,https://p3-dcd.byteimg.com/img/motor-img/0534600885eae10c8086cc8cee5d19fb~tplv-resize:640:0.png,57,"[15.98, 24.78]",广汽丰田,494,中型SUV,纯电动,2022.10,3年或10万公里
上汽大通MAXUS,上汽大通MAXUS D60,https://p9-dcd.byteimg.com/img/motor-img/8ad8e32b0d69a70470645d077a560c27~tplv-resize:640:0.png,55,"[11.08, 15.48]",上汽大通,495,中型SUV,汽油,2023.05,3年或6万公里
斯柯达,昕锐,https://p3-dcd.byteimg.com/img/motor-img/bc388c092dda8d3bcedb2c66cfda1941~tplv-resize:640:0.png,53,"[8.99, 8.99]",上汽大众斯柯达,496,紧凑型车,汽油,2022.01,3年或10万公里
福特,福克斯,https://p3-dcd.byteimg.com/img/motor-img/afc56a676f2fa14ec1dff1f943016eab~tplv-resize:640:0.png,52,"[9.98, 12.58]",长安福特,497,紧凑型车,汽油,2022.06,3年或10万公里
奔腾,奔腾B70S,https://p3-dcd.byteimg.com/img/motor-img/6c5efbe832eebd5cac8292af76a42d83~tplv-resize:640:0.png,51,"[10.99, 14.29]",一汽奔腾,498,紧凑型SUV,汽油,2022.11,3年或10万公里
海马,海马7X,https://p9-dcd.byteimg.com/img/motor-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,50,"[12.98, 16.38]",一汽海马,499,紧凑型MPV,汽油,2023.08,5年或10万公里
哈弗,哈弗H6新能源,https://p9-dcd.byteimg.com/img/motor-img/f6c414b7d3d6068a4cf97e19b1f7b11f~tplv-resize:640:0.png,50,"[13.98, 15.38]",长城汽车,500,紧凑型SUV,插电式混合动力,2022.09,6年或15万公里包修
路虎,揽胜极光PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8fdb570f7426485098f3b4d81a457c01~tplv-resize:640:0.png,49,"[27.44, 27.44]",奇瑞捷豹路虎,501,中型SUV,插电式混合动力,2023.03,3年或10万公里
路虎,发现运动版PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be4baa8456f641808b9ef8933a9d8333~tplv-resize:640:0.png,47,"[26.64, 27.05]",奇瑞捷豹路虎,502,中型SUV,插电式混合动力,2023.07,3年或10万公里
小虎,小虎FEV,https://p3-dcd.byteimg.com/img/motor-img/9265da77f9e501614776f2afe7afa78f~tplv-resize:640:0.png,42,"[4.09, 5.59]",宏瑞汽车,503,微型车,纯电动,2022.03,3年或6万公里
魏牌,拿铁DHT-PHEV,https://p3-dcd.byteimg.com/img/motor-img/725b1dc66ecb6ae5c9b4e9d4d0d7aed6~tplv-resize:640:0.png,41,"[19.4, 22.8]",长城汽车,504,紧凑型SUV,插电式混合动力,2022.07,5年或15万公里
东南,东南DX7,https://p3-dcd.byteimg.com/img/motor-img/4b052a6cde7aa9647b6e4af08a727ed6~tplv-resize:640:0.png,41,"[9.99, 13.99]",东南汽车,505,紧凑型SUV,汽油,2020.08,3年或10万公里
名爵,MG6,https://p3-dcd.byteimg.com/img/motor-img/536a776803839c461a7f65b533290b18~tplv-resize:640:0.png,38,"[9.48, 11.38]",上汽集团,506,紧凑型车,汽油,2023.04,3年或10万公里
沃尔沃,沃尔沃S60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,38,"[34.99, 41.19]",沃尔沃亚太,507,中型车,插电式混合动力,2023.07,3年不限公里
东南,东南DX5,https://p9-dcd.byteimg.com/img/motor-img/04bf7bc6fbfc6e3e85856c2fc6732b71~tplv-resize:640:0.png,38,"[6.99, 9.99]",东南汽车,508,小型SUV,汽油,2021.01,3年或10万公里
凯翼,轩度,https://p3-dcd.byteimg.com/img/motor-img/fad7c3cbf79e7f38ea95446b78b262c3~tplv-resize:640:0.png,36,"[6.78, 9.39]",凯翼汽车,509,紧凑型车,汽油,2023.06,3年或10万公里
